mean_R,mean_G,mean_B,std_R,std_G,std_B,min_R,min_G,min_B,max_R,max_G,max_B,mean_S,std_S,mean_V,std_V,rms,sobel_mean,sobel_std,sobel_pct_strong,laplacian_mean_abs,laplacian_std_abs,gabor_mean_abs_0,gabor_std_abs_0,gabor_mean_abs_45,gabor_std_abs_45,gabor_mean_abs_90,gabor_std_abs_90,gabor_mean_abs_135,gabor_std_abs_135,mean_block_0_0,pct_bright_block_0_0,mean_block_0_1,pct_bright_block_0_1,mean_block_0_2,pct_bright_block_0_2,mean_block_1_0,pct_bright_block_1_0,mean_block_1_1,pct_bright_block_1_1,mean_block_1_2,pct_bright_block_1_2,mean_block_2_0,pct_bright_block_2_0,mean_block_2_1,pct_bright_block_2_1,mean_block_2_2,pct_bright_block_2_2,H_shannon,center_mean_ratio,center_bright_ratio,lum_centroid_x,lum_centroid_y,filename,painter,genre,label
102.20103,105.27717,106.873116,32.077003,33.305286,33.510914,0.0,0.0,0.0,186.0,185.0,187.0,0.08940335,0.057675026,0.42845806,0.13074347,0.12868395447731018,0.21660317480564117,0.23488380014896393,0.25,0.17181335389614105,0.20935189723968506,2.824423313140869,1.2790236473083496,5.2140793800354,1.8163827657699585,2.7849161624908447,1.4199310541152954,5.20510196685791,1.7297346591949463,0.0017145550809800625,0.0023502551705613752,0.001863994519226253,0.034548751007252215,0.0014874063199386,0.005607037335482138,0.001713937264867127,0.02491270480795058,0.0019274372607469559,0.17472468439430566,0.0009914629627019167,0.0018466290625839376,0.0013174662599340081,0.05620467365028203,0.0018065364565700293,0.4034380875637926,0.0016495618037879467,0.19513832930432448,-1419.5654257797273,1.198617935180664,1.7496355975193996,0.48683435328595487,-0.15428586329553934,Alfred_Sisley_1.jpg,Alfred_Sisley,Impresionismo,4
123.6203,136.95985,149.19505,46.771084,43.979904,49.263435,0.0,0.0,0.0,255.0,248.0,255.0,0.287968,0.15593943,0.62267786,0.17743257,0.17044538259506226,0.31651636958122253,0.33120235800743103,0.25,0.2953343689441681,0.3477126657962799,3.5263044834136963,1.5652984380722046,6.6903839111328125,2.294907331466675,3.6335272789001465,1.8229613304138184,6.700178146362305,2.319077730178833,0.0023236642591655254,0.06938344594594595,0.002137797884643078,0.0015202702702702704,0.001994048012420535,0.0002533783783783784,0.0022271869238466024,0.1800464527027027,0.0021924630273133516,0.09368665540540541,0.0025027492083609104,0.33116554054054054,0.0016070978017523885,0.06982685810810811,0.0017202046001330018,0.05489864864864865,0.0018900242866948247,0.09828969594594594,-1419.5654257797273,1.0611358880996704,0.9378345702812103,0.5029963555303363,-0.18864035523329922,Alfred_Sisley_10.jpg,Alfred_Sisley,Impresionismo,4
118.90262,116.895996,108.091415,48.64928,52.237015,61.14057,0.0,0.0,0.0,255.0,255.0,255.0,0.2289592,0.13789566,0.49829257,0.2197299,0.20225898921489716,0.288328617811203,0.27892377972602844,0.25,0.3315925896167755,0.35586634278297424,3.0410726070404053,1.5539988279342651,5.804640769958496,2.5503058433532715,3.1990294456481934,1.960720419883728,5.807806015014648,2.6015498638153076,0.0019744564779102802,0.051944572041035066,0.0026110655162483454,0.2696447710917164,0.0024104160256683826,0.28241463788087584,0.0013036124873906374,0.024452610626244067,0.0015290540177375078,0.13123564538355534,0.0009282029350288212,0.004547542489664676,0.0017726999940350652,0.0025340682896952994,0.0018653954612091184,0.016498239167049455,0.0017452065367251635,0.11765426427805849,-1419.4898739767664,0.8526217341423035,1.3110069306168877,0.5049555468906138,-0.30495003814757116,Alfred_Sisley_11.jpg,Alfred_Sisley,Impresionismo,4
133.78065,140.77359,146.31438,36.072636,36.483162,50.13695,4.0,4.0,0.0,255.0,255.0,255.0,0.18689424,0.11373916,0.6060361,0.1672233,0.14551635086536407,0.2689124345779419,0.23800182342529297,0.249998353909465,0.27240854501724243,0.2760554552078247,3.536149024963379,1.381664514541626,6.92402458190918,1.897495150566101,3.6248130798339844,1.6650161743164062,6.924339294433594,1.974152684211731,0.0024001002311706543,0.09598518518518519,0.0024512051604688168,0.1412,0.0025314255617558956,0.19004444444444443,0.0022852891124784946,0.08985185185185185,0.0023385609965771437,0.17020740740740742,0.0022899871692061424,0.07708148148148149,0.0016718958504498005,0.056133333333333334,0.001756860874593258,0.06121481481481481,0.001556880190037191,0.018207407407407408,-1419.5654257797273,1.0915218591690063,1.7022140037706797,0.5003993979067456,-0.21529199237821695,Alfred_Sisley_12.jpg,Alfred_Sisley,Impresionismo,4
107.30281,108.520706,92.72356,32.748276,32.094944,37.93565,0.0,0.0,0.0,229.0,228.0,200.0,0.2970744,0.17908534,0.45944574,0.12169251,0.1228431910276413,0.37671998143196106,0.2880699038505554,0.25,0.417484313249588,0.38336431980133057,2.8336915969848633,1.3343067169189453,5.287763595581055,1.535943627357483,2.8361318111419678,1.5207483768463135,5.32335090637207,1.8247778415679932,0.0018688635900616646,0.15349624060150377,0.001917183049954474,0.15590225563909774,0.0017065891297534108,0.08902255639097745,0.0016355224652215838,0.17112781954887218,0.0018514815019443631,0.21289473684210528,0.0016710120253264904,0.049135338345864664,0.0011622827732935548,0.01575187969924812,0.001430402509868145,0.03229323308270677,0.0014762805076316,0.0206390977443609,-1419.5654257797273,1.1320425271987915,2.128324838384363,0.5060619265409974,-0.13708335050587891,Alfred_Sisley_13.jpg,Alfred_Sisley,Impresionismo,4
141.4142,137.62163,117.31505,47.538044,51.439972,57.57801,3.0,0.0,0.0,255.0,255.0,253.0,0.23558187,0.16513275,0.57106084,0.19022658,0.1971701830625534,0.20823200047016144,0.2384958267211914,0.25,0.19003544747829437,0.259594202041626,3.512155532836914,1.6554899215698242,6.7809553146362305,2.6638171672821045,3.518960475921631,1.774375319480896,6.788475513458252,2.666055917739868,0.0021884466987103224,0.11671584023349513,0.0029442200902849436,0.1573554138510834,0.0030800148379057646,0.5652739443545572,0.0016095202881842852,0.014804944851580428,0.0017565495800226927,0.011569006905449278,0.002154004294425249,0.021319120586275817,0.0016571823507547379,0.0007613971637955648,0.0017268123337998986,0.00022207417277370642,0.0017435582121834159,0.0005921977940632171,-1419.531797510211,0.8382084965705872,0.11717242654747288,0.5302255557274829,-0.22048764368195756,Alfred_Sisley_14.jpg,Alfred_Sisley,Impresionismo,4
139.3535,146.75471,143.55675,30.856958,22.903326,31.809628,9.0,34.0,4.0,222.0,222.0,220.0,0.19177978,0.13276064,0.613554,0.09467897,0.09534724056720734,0.11963334679603577,0.137015700340271,0.25000196224637966,0.10041528195142746,0.13102678954601288,3.6178221702575684,0.8238162398338318,7.16066312789917,1.25420081615448,3.6242849826812744,0.982293963432312,7.161158084869385,1.295691967010498,0.0024437247775495052,0.2688618925831202,0.002501438604667783,0.3786231884057971,0.002409289823845029,0.10656436487638533,0.002231740625575185,0.04156010230179028,0.0020885721314698458,0.04401108269394714,0.001950439647771418,0.002522023302074453,0.002106473548337817,0.00632281898266553,0.002149543259292841,0.044082125603864736,0.002081031445413828,0.010336743393009377,-1419.5654257797273,0.9416304230690002,0.43870481109695464,0.4928097594153887,-0.14032529467607624,Alfred_Sisley_15.jpg,Alfred_Sisley,Impresionismo,4
123.36724,126.51515,108.04668,50.13739,48.3318,52.55875,0.0,5.0,0.0,238.0,220.0,205.0,0.2242064,0.14616749,0.5120307,0.18853186,0.1912035197019577,0.2212156355381012,0.22666503489017487,0.25000163192835184,0.16807326674461365,0.19762133061885834,3.216529607772827,1.553558588027954,6.134701728820801,2.5549583435058594,3.2360942363739014,1.6691534519195557,6.160758972167969,2.688278913497925,0.002499583177268505,0.19158988896763524,0.002851197961717844,0.4714446019371604,0.0027417533565312624,0.18884360973304984,0.001282096141949296,2.9529884242853768e-05,0.0018229203997179866,0.023299078667611623,0.0018544208724051714,0.023535317741554453,0.001478501595556736,2.9529884242853768e-05,0.0013314896496012807,0.0008563666430427592,0.0012266143457964063,0.0,-1419.5654257797273,0.9600681066513062,0.2330871258692395,0.5100680764518589,-0.14589671792065223,Alfred_Sisley_16.jpg,Alfred_Sisley,Impresionismo,4
95.86145,87.606575,89.394615,63.33215,61.948273,64.364746,0.0,0.0,0.0,255.0,249.0,251.0,0.35368785,0.2954318,0.4109016,0.24682167,0.24087178707122803,0.28654739260673523,0.28656256198883057,0.25,0.25103697180747986,0.28067123889923096,2.432492256164551,1.9091318845748901,4.576418399810791,3.275261163711548,2.6139144897460938,2.329059362411499,4.525694370269775,3.195009231567383,0.00017384986858814955,0.0,0.0006269586738198996,0.0023243801652892563,0.001879336778074503,0.01921487603305785,0.0007364501361735165,0.0,0.0009533135453239083,0.0021694214876033058,0.0018259375356137753,0.06270661157024793,0.0017225909978151321,0.09850206611570247,0.0019624237902462482,0.2381198347107438,0.0025743856094777584,0.46668388429752067,-1419.5654257797273,0.688847005367279,0.021944845385387598,0.6005739681284294,-0.1552843482975748,Alfred_Sisley_17.jpg,Alfred_Sisley,Impresionismo,4
133.5613,138.64017,127.19551,44.64318,45.40907,59.651936,0.0,0.0,0.0,255.0,255.0,255.0,0.1998681,0.11078502,0.5756201,0.21219076,0.179742693901062,0.27411967515945435,0.2613643407821655,0.25,0.28654715418815613,0.3211826682090759,3.474576711654663,1.5093679428100586,6.746009349822998,2.357997179031372,3.4812049865722656,1.6078661680221558,6.747896194458008,2.410149097442627,0.0014445874840021133,0.002553710293923817,0.0027698823250830173,0.5153552128641097,0.0029462280217558146,0.2971200738104653,0.0016505224630236626,0.0004777909582180045,0.0018151086987927556,0.04598326084091209,0.002254330785945058,0.03349479372611045,0.0019478343892842531,0.001565177276921049,0.0020323600620031357,0.00044483985765124553,0.0019350649090483785,0.003476341109793067,-1419.5527698610247,0.8691195249557495,0.45959194015944893,0.5394138342722546,-0.21696107818706126,Alfred_Sisley_18.jpg,Alfred_Sisley,Impresionismo,4
109.65665,113.841255,104.917946,52.223064,52.223503,60.613472,0.0,0.0,0.0,255.0,247.0,236.0,0.2977957,0.23298311,0.48242146,0.21627112,0.2043319046497345,0.39151108264923096,0.4153943955898285,0.25,0.3934497535228729,0.4859963655471802,3.1447415351867676,1.6153383255004883,5.6380414962768555,2.57448410987854,3.156559467315674,1.720748782157898,5.657609462738037,2.6274540424346924,0.0015080065932124853,0.008746603260869566,0.002004411304369569,0.006984544836956522,0.0024244694504886866,0.15690811820652173,0.0011294108116999269,0.048828125,0.0015353643102571368,0.09746518342391304,0.002544202608987689,0.42287279211956524,0.001204275176860392,0.023862092391304348,0.0012861917493864894,0.02426545516304348,0.001812817296013236,0.11092476222826086,-1419.5654257797273,0.8944309949874878,0.9737238033660334,0.568619477314447,-0.18053642671161477,Alfred_Sisley_19.jpg,Alfred_Sisley,Impresionismo,4
149.93552,148.8426,151.41505,46.708908,49.449596,63.728992,0.0,0.0,0.0,255.0,255.0,255.0,0.18325241,0.13209426,0.64317197,0.21105638,0.1945069432258606,0.34025290608406067,0.3441208004951477,0.24999942235130745,0.3541226089000702,0.43270519375801086,4.082630157470703,2.0979390144348145,7.435708045959473,2.517763614654541,3.9183895587921143,1.8649193048477173,7.43585729598999,2.516934394836426,0.002431221306324005,0.08095585933423771,0.002843274734914303,0.1346133778566211,0.0027044995222240686,0.057810706459355106,0.002104660961776972,0.0882604612334342,0.0026485000271350145,0.2751747886883022,0.002352256327867508,0.09992695398100804,0.0020307525992393494,0.038422205989773556,0.0019789186771959066,0.10750286966503182,0.0016231235349550843,0.020306793279766252,-1419.5425708287366,1.1505603790283203,2.742684513765646,0.5025256377041267,-0.17749206104232865,Alfred_Sisley_2.jpg,Alfred_Sisley,Impresionismo,4
137.44827,132.58708,122.54769,44.09644,51.02044,72.76078,4.0,0.0,0.0,250.0,229.0,230.0,0.31097946,0.29597747,0.5743783,0.19226265,0.1994207352399826,0.208825945854187,0.2056298404932022,0.25,0.20478427410125732,0.23963850736618042,3.413818597793579,1.5580289363861084,6.601982116699219,2.5791897773742676,3.376540422439575,1.5117634534835815,6.607795715332031,2.576422691345215,0.002574985148385167,0.1511988146551724,0.002781311050057411,0.2992322198275862,0.0028461129404604435,0.4119971264367816,0.0019097448093816638,0.0025368175287356323,0.0024170968681573868,0.011247306034482759,0.0024693345185369253,0.02184357040229885,0.001060694339685142,4.489942528735632e-05,0.001190032809972763,0.0017510775862068966,0.0011628038482740521,0.00017959770114942528,-1419.5654257797273,1.1814918518066406,0.11246912147653566,0.5172154228506295,-0.14923683013139963,Alfred_Sisley_20.jpg,Alfred_Sisley,Impresionismo,4
191.60701,174.74962,147.53438,37.800056,40.597507,34.010838,0.0,0.0,0.0,255.0,255.0,255.0,0.23571737,0.09358998,0.7535787,0.14583753,0.1496775895357132,0.3960045874118805,0.3562144935131073,0.25000042200431793,0.43043509125709534,0.43364283442497253,4.574799537658691,1.8351463079452515,8.784598350524902,2.084019899368286,4.476225852966309,1.5894076824188232,8.791211128234863,2.1725809574127197,0.0032285144552588463,0.25218060348439486,0.002907061716541648,0.2021162328313184,0.002804648131132126,0.0780598913697618,0.002896804828196764,0.13315202900869194,0.0027212100103497505,0.1389872858437888,0.0025690027978271246,0.06395929032307211,0.0025145451072603464,0.004928735211889907,0.0024601216427981853,0.0191512215188427,0.002357538091018796,0.00945372549915823,-1419.5654257797273,1.0012818574905396,1.3868078511524955,0.485922822641612,-0.33215187814728786,Alfred_Sisley_3.jpg,Alfred_Sisley,Impresionismo,4
125.045235,134.26807,130.49748,49.73946,56.884468,60.593082,0.0,0.0,0.0,242.0,246.0,243.0,0.1825936,0.1594295,0.54425126,0.21962477,0.21495947241783142,0.40554654598236084,0.3896779716014862,0.2499989327231356,0.37498554587364197,0.4004490375518799,3.8378608226776123,2.053638458251953,6.574276447296143,2.7990870475769043,3.772623062133789,2.1482036113739014,6.573512077331543,2.7708630561828613,0.002495505614206195,0.016616489115331173,0.0025860369205474854,0.058939323761000466,0.002754442859441042,0.3045777366064536,0.0018076591659337282,0.10768874478925429,0.0014829548308625817,0.04496680561988575,0.0018681474030017853,0.10469739076733055,0.0015087593346834183,0.00426509186351706,0.001868678373284638,0.16691755442334413,0.0017687412910163403,0.08842828469970665,-1419.5654257797273,0.7357136011123657,0.4511229217841693,0.5091023076333208,-0.19308469255729752,Alfred_Sisley_4.jpg,Alfred_Sisley,Impresionismo,4
139.34854,135.45804,117.383316,35.046974,35.57357,35.392952,0.0,5.0,0.0,243.0,229.0,204.0,0.1882605,0.12155173,0.5584384,0.1384763,0.13594074547290802,0.21947485208511353,0.2453739047050476,0.2500017897412034,0.1792754977941513,0.22220954298973083,3.586573839187622,1.5995619297027588,6.68560266494751,1.7495008707046509,3.5444436073303223,1.5126996040344238,6.68770170211792,1.783618688583374,0.0020374504383653402,0.0051292039994805865,0.0022757460828870535,0.012011427087391249,0.002083747647702694,0.002954161797169199,0.002085604704916477,0.27681469938968967,0.0023819853086024523,0.16156992598363848,0.002014592755585909,0.008732632125697961,0.001693050959147513,0.0040254512400986885,0.002180199371650815,0.30739514348785874,0.0018972139805555344,0.12771068692377613,-1419.5654257797273,1.1495031118392944,1.6043911154428971,0.5019334268525101,-0.15664620278787347,Alfred_Sisley_5.jpg,Alfred_Sisley,Impresionismo,4
168.37979,166.83209,160.54759,39.463837,39.879013,47.475815,5.0,13.0,5.0,255.0,253.0,255.0,0.1119482,0.08999585,0.6799234,0.15828148,0.15765920281410217,0.2854452431201935,0.2918587327003479,0.25,0.25652608275413513,0.3099467158317566,4.363758563995361,1.920717477798462,8.286791801452637,2.188786745071411,4.243788719177246,1.5758278369903564,8.27828598022461,2.132354736328125,0.002331549534574151,0.02845149253731343,0.003043109318241477,0.3844402985074627,0.0031443550251424313,0.2538992537313433,0.0019210462924093008,0.00914179104477612,0.0029080091044306755,0.1115858208955224,0.0026443826500326395,0.052649253731343285,0.0021505008917301893,0.00875,0.0025815346743911505,0.0407089552238806,0.002327551832422614,0.00332089552238806,-1419.5654257797273,1.1353434324264526,1.1246708155653335,0.5266813623066612,-0.20096857167864987,Alfred_Sisley_6.jpg,Alfred_Sisley,Impresionismo,4
151.85585,156.52063,146.36328,67.47825,70.82306,71.136444,0.0,0.0,0.0,255.0,255.0,248.0,0.14179274,0.13718228,0.62648815,0.2704192,0.27279341220855713,0.23292581737041473,0.21085941791534424,0.24999940051986916,0.17628200352191925,0.1685761958360672,3.9566941261291504,1.9335962533950806,7.661686420440674,3.488316297531128,4.12896728515625,2.2638161182403564,7.671116828918457,3.5217130184173584,0.003289816901087761,0.1405474048255924,0.003367644501850009,0.21126692064521357,0.003423889633268118,0.3591688957337008,0.0019160965457558632,0.017043581637891436,0.0025846983771771193,0.10784901785955527,0.0015831590862944722,0.0627543162843479,0.0015900508733466268,0.0003998811164248467,0.0018299405928701162,0.0019994055821242335,0.0017318027094006538,0.00030261273675393803,-1419.5654257797273,1.091245412826538,1.076896220918651,0.4976941025941822,-0.3241346755929577,Alfred_Sisley_7.jpg,Alfred_Sisley,Impresionismo,4
