feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,label
0.4793622071153314,0.9660163520140032,0.6674435096970577,0.1323263693788495,0.212284242252465,0.6554716736929653,0.9477867904250162,0.3323980253637121,0.1169930357934762,1
0.3524404098988263,0.9737836005635466,0.6955507977626627,0.5214867005997594,0.4468560408355631,0.684042850149092,0.8930050995616267,0.2305433817327494,0.7414830149851045,0
0.9719457859194516,0.923282229808102,0.1453433730944825,0.7896231985752014,0.2124623751274713,0.257352725323704,0.4910185143507218,0.8029758011857573,0.4431607300589415,1
0.9335598817895834,0.6399279857270379,0.506172857642696,0.1254195116113058,0.88940913158164,0.6005079007618803,0.1375741188946652,0.4823029552019015,0.0370659953396301,0
0.84938442578762,0.8156743305573905,0.7854371726960919,0.7803766607514682,0.9444506774616116,0.6054109877170011,0.8279364678820565,0.8013408753502779,0.2702337051131211,0
0.9964972941331416,0.301817679173022,0.042157270479109,0.1992941599954272,0.9664019112459264,0.3109313433698033,0.8609391271701669,0.8719714128239824,0.0216041841413414,1
0.1534922053741905,0.5826824617307588,0.2853119935992138,0.7391723219267226,0.2387853293586832,0.6714035241730318,0.2551246560576339,0.5111437634299432,0.948646467916192,1
0.8920815520986312,0.2567732490201523,0.7285413460086347,0.329519359012577,0.007858222058385,0.8501160058845219,0.8224931484443645,0.2941597843257636,0.7720930898544726,1
0.0283437705713984,0.7404453547781268,0.9269303625596668,0.0747815342273493,0.1101700451061331,0.6919570984497087,0.6479633758957883,0.0688274153162457,0.8344227521511565,1
0.4217674632530518,0.4390790149528457,0.5769935270855936,0.7816747199430609,0.0695348386361293,0.7029780454121878,0.9105308449170164,0.4391967321395663,0.0132653587664224,0
0.9396361905260152,0.5480678498239974,0.7630414423482758,0.336709873295422,0.7665788938767244,0.7530459987565413,0.4356028774207583,0.0437656495792275,0.2662629587136007,0
0.6768996465628226,0.4448692064852616,0.1329086761760191,0.5614572531421199,0.9898787791413453,0.0513296679773659,0.5155183737788994,0.9358256028664852,0.959127366591113,0
0.3830410592733109,0.792517963540387,0.8900496365652025,0.2452346327995573,0.8595087989892136,0.8917577801275953,0.6068823046039395,0.98217789762478,0.2461758223928069,0
