,mean_R,mean_G,mean_B,std_R,std_G,std_B,min_R,min_G,min_B,max_R,max_G,max_B,mean_S,std_S,mean_V,std_V,rms,sobel_mean,sobel_std,sobel_pct_strong,laplacian_mean_abs,laplacian_std_abs,gabor_mean_abs_0,gabor_std_abs_0,gabor_mean_abs_45,gabor_std_abs_45,gabor_mean_abs_90,gabor_std_abs_90,gabor_mean_abs_135,gabor_std_abs_135,mean_block_0_0,pct_bright_block_0_0,mean_block_0_1,pct_bright_block_0_1,mean_block_0_2,pct_bright_block_0_2,mean_block_1_0,pct_bright_block_1_0,mean_block_1_1,pct_bright_block_1_1,mean_block_1_2,pct_bright_block_1_2,mean_block_2_0,pct_bright_block_2_0,mean_block_2_1,pct_bright_block_2_1,mean_block_2_2,pct_bright_block_2_2,H_shannon,center_mean_ratio,center_bright_ratio,lum_centroid_x,lum_centroid_y,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,lbp_hist_10,lbp_hist_11,lbp_hist_12,lbp_hist_13,lbp_hist_14,lbp_hist_15,lbp_entropy,brightness_skew,ratio_dark,ratio_bright,ratio_warm,filename
0,87.60537,100.523544,79.2471,57.309223,54.407196,51.809223,0.0,0.0,0.0,251.0,255.0,247.0,0.3901978,0.23083971,0.40690064,0.22021218,0.21176676452159882,0.4497316777706146,0.34444642066955566,0.25,0.43552398681640625,0.39447492361068726,2.8847124576568604,1.967392921447754,4.8066020011901855,2.7649877071380615,2.8394668102264404,1.9588476419448853,4.819105625152588,2.863375186920166,0.0008109153131954372,0.003040332512315271,0.0017733607674017549,0.09777170566502463,0.0020099037792533636,0.22892934113300492,0.0008982873405329883,0.012911791871921182,0.0012387977913022041,0.07933728448275862,0.001367361401207745,0.10643088054187193,0.0016303741140291095,0.08370535714285714,0.0016043349169194698,0.13079202586206898,0.0017098559765145183,0.15707743226600984,-1419.5654257797273,0.8547833561897278,0.7933761580741165,0.550409908402092,-0.2785658066662089,0.011938476003706455,0.005203516688197851,0.0018102285685017705,0.003852465422824025,0.0017871083691716194,0.0008105501183308661,0.001923409872688353,0.004059202503412962,0.003938897047191858,0.001900424133054912,0.0008089370676316321,0.0018477316480129957,0.0037771903444081545,0.0018974668346345425,0.00503737386316061,0.011907021515071392,0.3280070424079895,-0.05090560019016266,0.3495035406403941,0.08889017172961139,0.08658747263273125,Alfred_Sisley_76.jpg
1,140.80495,149.116,120.58856,37.96033,35.248108,45.34549,0.0,7.0,0.0,255.0,255.0,255.0,0.2648654,0.14268132,0.601939,0.13808058,0.14037162065505981,0.25964733958244324,0.22235773503780365,0.25,0.2313392162322998,0.24583052098751068,3.619645118713379,1.4890254735946655,7.118135929107666,1.9551475048065186,3.62237811088562,1.515918493270874,7.1162495613098145,1.9913991689682007,0.0020559956319630146,0.006914575866188769,0.002645030850544572,0.26081242532855436,0.002657647244632244,0.3453405017921147,0.0020536009687930346,0.018428912783751493,0.002398896962404251,0.17134109916367982,0.0019546302501112223,0.04871565113500597,0.00206847139634192,0.0253584229390681,0.002195970620959997,0.014112903225806451,0.0018086300697177649,0.005899044205495818,-1419.5654257797273,1.0882660150527954,1.7192878490606367,0.5047598409932122,-0.21675118528563095,0.01107377652078867,0.004953060299158096,0.0012431598734110594,0.004661979619413614,0.002206902951002121,0.0005887227016501129,0.0016773337265476584,0.004593869671225548,0.004505243618041277,0.0017516921507194638,0.00057070585899055,0.0021984672639518976,0.004854853264987469,0.0013643827987834811,0.0049150483682751656,0.011340800672769547,0.32779157161712646,0.013082326389849186,0.00925262892681439,0.2660851865112517,0.2285425866252934,Alfred_Sisley_77.jpg
2,103.524536,109.42821,101.0041,40.88075,35.31133,36.137894,0.0,7.0,0.0,245.0,243.0,230.0,0.23031317,0.11660874,0.45896938,0.15043275,0.1407800018787384,0.37935417890548706,0.29768577218055725,0.25,0.32298609614372253,0.3189007043838501,2.9125406742095947,1.9217731952667236,5.306895732879639,2.059168577194214,2.957024335861206,1.9536010026931763,5.306393146514893,2.1000173091888428,0.0015790520701557398,0.007385190918472652,0.0015087262727320194,0.043924148606811146,0.0014496998628601432,0.01796310629514964,0.0020345253869891167,0.15341202270381837,0.0017048850422725081,0.18079205366357068,0.001678696135058999,0.06998194014447884,0.0014361008070409298,0.09120227038183694,0.001650373567827046,0.19407894736842105,0.001721042557619512,0.14602683178534573,-1419.5654257797273,1.0393394231796265,1.7983958289495916,0.493550698074757,-0.16440743756192444,0.010409723967313766,0.004301533102989197,0.0012933490797877312,0.005219979211688042,0.0026294738054275513,0.000660671794321388,0.0015580656472593546,0.005279103759676218,0.00475773261860013,0.0016039767069742084,0.0006409636116586626,0.0025723648723214865,0.0052125887013971806,0.001349786063656211,0.00408922228962183,0.010921464301645756,0.32916581630706787,0.27551165223121643,0.15242592776979647,0.05043525880830121,0.27217188455684677,Alfred_Sisley_78.jpg
3,176.28232,160.99257,133.72836,30.512379,35.392464,38.867725,4.0,0.0,0.0,255.0,239.0,216.0,0.2566825,0.16076337,0.69139075,0.11956306,0.13209111988544464,0.21545609831809998,0.2500152289867401,0.25,0.19745129346847534,0.24989749491214752,4.170188903808594,1.1943602561950684,8.075346946716309,1.8038809299468994,4.198046684265137,1.4776886701583862,8.078222274780273,1.7502168416976929,0.0026812292635440826,0.06221727452643483,0.002803970128297806,0.20941122420130054,0.0026994722429662943,0.11199462821600226,0.002664850326254964,0.0438401187446989,0.0026163002476096153,0.10904368108566583,0.002453911118209362,0.052798982188295165,0.0025569938588887453,0.220349165959853,0.0020592655055224895,0.06978018094430308,0.0019503154326230288,0.020762651964942043,-1419.5654257797273,1.0471529960632324,1.0901969701499996,0.4859687897995829,-0.21739255140199557,0.010335405357182026,0.004275083541870117,0.0010826053330674767,0.005117479246109724,0.0029114738572388887,0.000616483623161912,0.0016140482621267438,0.004875791259109974,0.004344348330050707,0.0016824505291879177,0.0005235550343059003,0.002774299355223775,0.005355470348149538,0.001240731799043715,0.004203106742352247,0.011547666974365711,0.32834362983703613,-2.068636894226074,0.019391108601189075,0.639367342776915,0.9907525060002824,Alfred_Sisley_79.jpg
4,112.13005,114.63091,87.18911,37.54197,36.9928,35.5063,16.0,20.0,0.0,255.0,255.0,244.0,0.26100966,0.13211595,0.45830616,0.14533877,0.14284992218017578,0.2575908303260803,0.225935161113739,0.25,0.21817553043365479,0.24092064797878265,2.8832197189331055,1.49624502658844,5.501826286315918,1.9635449647903442,2.830702066421509,1.48930823802948,5.502631187438965,2.0619709491729736,0.0016807650681585073,0.03428327852880283,0.0018071485683321953,0.1304652295700889,0.0024628504179418087,0.5064852027767629,0.001473724259994924,0.013762026549750336,0.0014015607303008437,0.0350140056022409,0.0018633002182468772,0.17458287662891245,0.0014013827312737703,0.003927658019729631,0.0015792183112353086,0.0003349165753257825,0.0016595510533079505,9.134088417975886e-05,-1419.5654257797273,0.8228560090065002,0.3505503459369077,0.5349310587182575,-0.1591352578976727,0.010718589648604393,0.0051297275349497795,0.0011540880659595132,0.004552153870463371,0.002114521572366357,0.0005996088148094714,0.0015827129827812314,0.004893062170594931,0.004722290206700563,0.0016414026031270623,0.0005529961199499667,0.002068544505164027,0.005216808523982763,0.0013358775759115815,0.00483649130910635,0.011381126008927822,0.32745999097824097,0.05627366900444031,0.1615339058335801,0.046975529652461843,0.3489077179853016,Alfred_Sisley_80.jpg
5,164.0862,155.07312,133.30312,51.58057,50.099583,50.2535,2.0,0.0,0.0,255.0,255.0,255.0,0.21468808,0.12685737,0.64892894,0.19779247,0.1964084953069687,0.36472880840301514,0.390276163816452,0.2500010785857584,0.2795335054397583,0.33466196060180664,4.276021480560303,2.1955699920654297,7.757041931152344,2.787706136703491,4.264760494232178,2.217284917831421,7.73555326461792,2.7084648609161377,0.003068698802962899,0.19508241543629404,0.0028944567311555147,0.10514803530974143,0.002782593946903944,0.1855128505585501,0.0021262490190565586,0.0672603702835716,0.002060642233118415,0.03591516287790016,0.0023714685812592506,0.09778532927115069,0.0022569538559764624,0.07856808061870166,0.001976112136617303,0.07468166549488321,0.0019607527647167444,0.05396062807593157,-1419.5654257797273,0.8626738786697388,0.36159657287496316,0.49358990769912764,-0.19670209151988385,0.010208756662905216,0.005369317717850208,0.0010175800416618586,0.005283739883452654,0.0020488579757511616,0.0004843100323341787,0.0015132824191823602,0.00470598554238677,0.004292741883546114,0.0016316813416779041,0.00042585647315718234,0.0019905399531126022,0.005548476241528988,0.0012127415975555778,0.005339887924492359,0.011426244862377644,0.3265656530857086,-0.8341029286384583,0.07317557218974481,0.5040382250792761,0.855413421921177,Camille_Pissarro_48.jpg
6,104.895256,92.661316,80.44163,40.955208,45.099937,39.998264,0.0,0.0,0.0,251.0,238.0,232.0,0.27964684,0.14877903,0.41184056,0.16078404,0.1690683364868164,0.3651132583618164,0.32798096537590027,0.25,0.3836446702480316,0.3652983009815216,2.8976526260375977,1.8603074550628662,4.777068614959717,2.216975688934326,2.660675287246704,1.749208927154541,4.82857084274292,2.4165658950805664,0.0019676440861076117,0.19754136029411765,0.0017002620734274387,0.12704503676470588,0.0017553733196109533,0.12899816176470588,0.0011653888504952192,0.022541360294117647,0.001115164952352643,0.013901654411764705,0.0011484158458188176,0.012683823529411765,0.001545678824186325,0.14363511029411766,0.001402175286784768,0.12385110294117647,0.0013342235470190644,0.130078125,-1419.5654257797273,0.7641361951828003,0.13897395241620272,0.4868858378521194,-0.16815280954860165,0.012082437053322792,0.004765172954648733,0.001911988714709878,0.0033849766477942467,0.0023561089765280485,0.0008888803422451019,0.001996941165998578,0.0036825500428676605,0.0036300746724009514,0.0020433368626981974,0.0008813610184006393,0.0023461896926164627,0.003487847512587905,0.002076613949611783,0.004601347725838423,0.012364172376692295,0.3287040591239929,-0.16503961384296417,0.2749786376953125,0.012349446614583334,0.9499766031901041,Camille_Pissarro_49.jpg
7,132.05441,147.37646,119.418106,40.88659,36.880054,38.28667,0.0,0.0,0.0,235.0,242.0,239.0,0.25587565,0.15124941,0.58851546,0.13824506,0.14464208483695984,0.42117634415626526,0.29998886585235596,0.25,0.3659127354621887,0.3167420029640198,3.665705680847168,1.8698338270187378,6.951294422149658,2.2471067905426025,3.637653112411499,1.7541656494140625,6.945140361785889,2.3074023723602295,0.0022131858859211206,0.09686246657754011,0.0018645226955413818,0.040733622994652406,0.0020991351921111345,0.038832720588235295,0.002122085075825453,0.09199532085561497,0.0023243858013302088,0.19259692513368984,0.0023044245317578316,0.11850350935828877,0.0018645809032022953,0.04313586229946524,0.0020322317723184824,0.04631099598930481,0.0024876922834664583,0.22693850267379678,-1419.5654257797273,1.0832182168960571,1.9347616326824644,0.5148091632526299,-0.20107763953847607,0.011658155359327793,0.005710761062800884,0.0015898211859166622,0.0043223765678703785,0.0017085014842450619,0.0005899107782170177,0.0018593242857605219,0.003936374559998512,0.003932156600058079,0.0019102288642898202,0.0005619860021397471,0.0017348263645544648,0.004314813297241926,0.0015937481075525284,0.00560589786618948,0.011471117846667767,0.3269824981689453,-0.6934194564819336,0.0384056764357608,0.22265162448194198,0.1478454336885731,Camille_Pissarro_50.jpg
8,139.45705,142.18669,137.35402,41.591595,39.719383,42.169743,0.0,0.0,0.0,255.0,247.0,248.0,0.12896769,0.10302108,0.58098716,0.15264203,0.15613104403018951,0.23604260385036469,0.22727572917938232,0.25000109600571674,0.21285489201545715,0.23759615421295166,3.6124379634857178,1.4773507118225098,6.997267723083496,2.1531078815460205,3.6383066177368164,1.641603946685791,7.0020928382873535,2.162844181060791,0.0027681223582476377,0.3128721124077161,0.002658981829881668,0.24035484639199808,0.0023005830589681864,0.09186711121695641,0.0022507512476295233,0.1548781455902199,0.002016379265114665,0.02754624116853219,0.0019943455699831247,0.04423672302929269,0.0019122760277241468,0.018159085496546795,0.0018709121504798532,0.013237278717154879,0.001725032809190452,0.0007144558228149559,-1419.5654257797273,0.9307570457458496,0.2742841813662213,0.4824518010998508,-0.1991249389374457,0.010380695573985577,0.004769102670252323,0.0013106625992804766,0.004699641838669777,0.002348029287531972,0.0006769689498469234,0.0016246151644736528,0.004869021940976381,0.004296795930713415,0.0016971082659438252,0.000607094494625926,0.002231709659099579,0.004924563225358725,0.0015355838695541024,0.004735337104648352,0.011793069541454315,0.32850831747055054,-0.6183664798736572,0.05046448722276536,0.28286592342865663,0.29848400489256954,Camille_Pissarro_51.jpg
9,116.38214,120.062805,109.80948,60.62428,67.01829,71.51248,0.0,3.0,0.0,255.0,255.0,255.0,0.20597637,0.14701809,0.48405123,0.25990054,0.25656360387802124,0.4498153626918793,0.44534969329833984,0.2499989425464328,0.4315861761569977,0.4486933946609497,3.562648057937622,2.6273748874664307,5.984971523284912,3.4921069145202637,3.5332484245300293,2.6801233291625977,5.992567539215088,3.6196625232696533,0.002035128651186824,0.14475095785440614,0.002689606510102749,0.34977011494252874,0.0025273344945162535,0.2849808429118774,0.0017016843194141984,0.038199233716475094,0.0014888298464938998,0.030229885057471265,0.0015415094094350934,0.01689655172413793,0.0011272943811491132,0.0006130268199233716,0.0017259217565879226,0.02264367816091954,0.0014394496101886034,0.008352490421455938,-1419.550944681977,0.8232224583625793,0.3035004183048048,0.5201273940163892,-0.16584485893184256,0.011533970944583416,0.0045969015918672085,0.0018430255586281419,0.003801740240305662,0.002513701329007745,0.0009495020494796336,0.0018259654752910137,0.004072569310665131,0.003907033242285252,0.0018987375078722835,0.0009140489855781198,0.002491310006007552,0.003921427298337221,0.0019869704265147448,0.004454023204743862,0.01178907323628664,0.3300328254699707,0.238799050450325,0.3473988757153673,0.2898226438877069,0.41566807801469435,Camille_Pissarro_52.jpg
