mean_R,mean_G,mean_B,std_R,std_G,std_B,min_R,min_G,min_B,max_R,max_G,max_B,mean_S,std_S,mean_V,std_V,rms,sobel_mean,sobel_std,sobel_pct_strong,laplacian_mean_abs,laplacian_std_abs,gabor_mean_abs_0,gabor_std_abs_0,gabor_mean_abs_45,gabor_std_abs_45,gabor_mean_abs_90,gabor_std_abs_90,gabor_mean_abs_135,gabor_std_abs_135,mean_block_0_0,pct_bright_block_0_0,mean_block_0_1,pct_bright_block_0_1,mean_block_0_2,pct_bright_block_0_2,mean_block_1_0,pct_bright_block_1_0,mean_block_1_1,pct_bright_block_1_1,mean_block_1_2,pct_bright_block_1_2,mean_block_2_0,pct_bright_block_2_0,mean_block_2_1,pct_bright_block_2_1,mean_block_2_2,pct_bright_block_2_2,H_shannon,center_mean_ratio,center_bright_ratio,lum_centroid_x,lum_centroid_y,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,lbp_hist_10,lbp_hist_11,lbp_hist_12,lbp_hist_13,lbp_hist_14,lbp_hist_15,lbp_entropy,brightness_skew,ratio_dark,ratio_bright,ratio_warm,filename,painter,genre,label
102.20103,105.27717,106.873116,32.077003,33.305286,33.510914,0.0,0.0,0.0,186.0,185.0,187.0,0.08940335,0.057675026,0.42845806,0.13074347,0.12868395447731018,0.21660317480564117,0.23488380014896393,0.25,0.17181335389614105,0.20935189723968506,2.824423313140869,1.2790236473083496,5.2140793800354,1.8163827657699585,2.7849161624908447,1.4199310541152954,5.20510196685791,1.7297346591949463,0.0017145550809800625,0.0023502551705613752,0.001863994519226253,0.034548751007252215,0.0014874063199386,0.005607037335482138,0.001713937264867127,0.02491270480795058,0.0019274372607469559,0.17472468439430566,0.0009914629627019167,0.0018466290625839376,0.0013174662599340081,0.05620467365028203,0.0018065364565700293,0.4034380875637926,0.0016495618037879467,0.19513832930432448,-1419.5654257797273,1.198617935180664,1.7496355975193996,0.48683435328595487,-0.15428586329553934,0.009282109327614307,0.004519111476838589,0.0010242728749290109,0.005831803660839796,0.0025503067299723625,0.0005379006615839899,0.0015276658814400434,0.005404187832027674,0.004365692380815744,0.0015381580451503396,0.0004420718178153038,0.0023609804920852184,0.006129549350589514,0.0012585989898070693,0.004429345019161701,0.011298245750367641,0.32795682549476624,-0.8607941269874573,0.1832543677820551,0.00018877702102457802,0.24096461356233342,Alfred_Sisley_1.jpg,Alfred_Sisley,Impresionismo,4
123.6203,136.95985,149.19505,46.771084,43.979904,49.263435,0.0,0.0,0.0,255.0,248.0,255.0,0.287968,0.15593943,0.62267786,0.17743257,0.17044538259506226,0.31651636958122253,0.33120235800743103,0.25,0.2953343689441681,0.3477126657962799,3.5263044834136963,1.5652984380722046,6.6903839111328125,2.294907331466675,3.6335272789001465,1.8229613304138184,6.700178146362305,2.319077730178833,0.0023236642591655254,0.06938344594594595,0.002137797884643078,0.0015202702702702704,0.001994048012420535,0.0002533783783783784,0.0022271869238466024,0.1800464527027027,0.0021924630273133516,0.09368665540540541,0.0025027492083609104,0.33116554054054054,0.0016070978017523885,0.06982685810810811,0.0017202046001330018,0.05489864864864865,0.0018900242866948247,0.09828969594594594,-1419.5654257797273,1.0611358880996704,0.9378345702812103,0.5029963555303363,-0.18864035523329922,0.01060808077454567,0.00514092855155468,0.0014492275658994913,0.004776854533702135,0.0020627928897738457,0.0006299132364802063,0.0018215493764728308,0.004588631447404623,0.004007467534393072,0.0018199293408542871,0.0005552426446229219,0.0020189036149531603,0.0047007109969854355,0.0015935611445456743,0.0048967394977808,0.011829467490315437,0.3282049298286438,-1.1948578357696533,0.08134273830935251,0.4721293277877698,0.1953288931354916,Alfred_Sisley_10.jpg,Alfred_Sisley,Impresionismo,4
118.90262,116.895996,108.091415,48.64928,52.237015,61.14057,0.0,0.0,0.0,255.0,255.0,255.0,0.2289592,0.13789566,0.49829257,0.2197299,0.20225898921489716,0.288328617811203,0.27892377972602844,0.25,0.3315925896167755,0.35586634278297424,3.0410726070404053,1.5539988279342651,5.804640769958496,2.5503058433532715,3.1990294456481934,1.960720419883728,5.807806015014648,2.6015498638153076,0.0019744564779102802,0.051944572041035066,0.0026110655162483454,0.2696447710917164,0.0024104160256683826,0.28241463788087584,0.0013036124873906374,0.024452610626244067,0.0015290540177375078,0.13123564538355534,0.0009282029350288212,0.004547542489664676,0.0017726999940350652,0.0025340682896952994,0.0018653954612091184,0.016498239167049455,0.0017452065367251635,0.11765426427805849,-1419.4898739767664,0.8526217341423035,1.3110069306168877,0.5049555468906138,-0.30495003814757116,0.011068325489759445,0.003347673686221242,0.0013077249750494957,0.0043417406268417835,0.004072807263582945,0.0008084524888545275,0.0016318842535838485,0.004386731889098883,0.004144665319472551,0.0016580579103901982,0.00073840725235641,0.003924081102013588,0.004564243834465742,0.0014318234752863646,0.0032447378616780043,0.011828642338514328,0.32916396856307983,-0.029141612350940704,0.24476904252064852,0.2442090683525373,0.5239072431256585,Alfred_Sisley_11.jpg,Alfred_Sisley,Impresionismo,4
133.78065,140.77359,146.31438,36.072636,36.483162,50.13695,4.0,4.0,0.0,255.0,255.0,255.0,0.18689424,0.11373916,0.6060361,0.1672233,0.14551635086536407,0.2689124345779419,0.23800182342529297,0.249998353909465,0.27240854501724243,0.2760554552078247,3.536149024963379,1.381664514541626,6.92402458190918,1.897495150566101,3.6248130798339844,1.6650161743164062,6.924339294433594,1.974152684211731,0.0024001002311706543,0.09598518518518519,0.0024512051604688168,0.1412,0.0025314255617558956,0.19004444444444443,0.0022852891124784946,0.08985185185185185,0.0023385609965771437,0.17020740740740742,0.0022899871692061424,0.07708148148148149,0.0016718958504498005,0.056133333333333334,0.001756860874593258,0.06121481481481481,0.001556880190037191,0.018207407407407408,-1419.5654257797273,1.0915218591690063,1.7022140037706797,0.5003993979067456,-0.21529199237821695,0.011371956206858158,0.004671620670706034,0.0012307562865316868,0.004380090162158012,0.0026835473254323006,0.000671791669446975,0.0017393572488799691,0.004327761474996805,0.004105830565094948,0.0017741051269695163,0.0006244270480237901,0.0026261513121426105,0.004465925507247448,0.0013486507814377546,0.004610501229763031,0.011867526918649673,0.3279276192188263,-0.6734567284584045,0.05466337448559671,0.4004576131687243,0.17630288065843622,Alfred_Sisley_12.jpg,Alfred_Sisley,Impresionismo,4
107.30281,108.520706,92.72356,32.748276,32.094944,37.93565,0.0,0.0,0.0,229.0,228.0,200.0,0.2970744,0.17908534,0.45944574,0.12169251,0.1228431910276413,0.37671998143196106,0.2880699038505554,0.25,0.417484313249588,0.38336431980133057,2.8336915969848633,1.3343067169189453,5.287763595581055,1.535943627357483,2.8361318111419678,1.5207483768463135,5.32335090637207,1.8247778415679932,0.0018688635900616646,0.15349624060150377,0.001917183049954474,0.15590225563909774,0.0017065891297534108,0.08902255639097745,0.0016355224652215838,0.17112781954887218,0.0018514815019443631,0.21289473684210528,0.0016710120253264904,0.049135338345864664,0.0011622827732935548,0.01575187969924812,0.001430402509868145,0.03229323308270677,0.0014762805076316,0.0206390977443609,-1419.5654257797273,1.1320425271987915,2.128324838384363,0.5060619265409974,-0.13708335050587891,0.011420659720897675,0.003313649445772171,0.0017280379543080926,0.0038420988712459803,0.0033948482014238834,0.0011068271705880761,0.0017204172909259796,0.004681416787207127,0.004549501463770866,0.0017621993320062757,0.0011065644212067127,0.003298408119007945,0.003908319398760796,0.001841821474954486,0.0032019680365920067,0.01162326242774725,0.33078235387802124,-0.7461163401603699,0.11636644149779,0.0048453006421482776,0.4576307230422817,Alfred_Sisley_13.jpg,Alfred_Sisley,Impresionismo,4
141.4142,137.62163,117.31505,47.538044,51.439972,57.57801,3.0,0.0,0.0,255.0,255.0,253.0,0.23558187,0.16513275,0.57106084,0.19022658,0.1971701830625534,0.20823200047016144,0.2384958267211914,0.25,0.19003544747829437,0.259594202041626,3.512155532836914,1.6554899215698242,6.7809553146362305,2.6638171672821045,3.518960475921631,1.774375319480896,6.788475513458252,2.666055917739868,0.0021884466987103224,0.11671584023349513,0.0029442200902849436,0.1573554138510834,0.0030800148379057646,0.5652739443545572,0.0016095202881842852,0.014804944851580428,0.0017565495800226927,0.011569006905449278,0.002154004294425249,0.021319120586275817,0.0016571823507547379,0.0007613971637955648,0.0017268123337998986,0.00022207417277370642,0.0017435582121834159,0.0005921977940632171,-1419.531797510211,0.8382084965705872,0.11717242654747288,0.5302255557274829,-0.22048764368195756,0.010019326582551003,0.004677553661167622,0.001268061576411128,0.004514808300882578,0.0024721426889300346,0.0006792950443923473,0.0015835510566830635,0.0048452261835336685,0.0041290875524282455,0.0017534298822283745,0.0005789120914414525,0.002240563277155161,0.005238521844148636,0.0015920817386358976,0.004634532146155834,0.012272906489670277,0.3283466696739197,-0.2707326114177704,0.10154998078923448,0.3666210606216791,0.503399368387514,Alfred_Sisley_14.jpg,Alfred_Sisley,Impresionismo,4
139.3535,146.75471,143.55675,30.856958,22.903326,31.809628,9.0,34.0,4.0,222.0,222.0,220.0,0.19177978,0.13276064,0.613554,0.09467897,0.09534724056720734,0.11963334679603577,0.137015700340271,0.25000196224637966,0.10041528195142746,0.13102678954601288,3.6178221702575684,0.8238162398338318,7.16066312789917,1.25420081615448,3.6242849826812744,0.982293963432312,7.161158084869385,1.295691967010498,0.0024437247775495052,0.2688618925831202,0.002501438604667783,0.3786231884057971,0.002409289823845029,0.10656436487638533,0.002231740625575185,0.04156010230179028,0.0020885721314698458,0.04401108269394714,0.001950439647771418,0.002522023302074453,0.002106473548337817,0.00632281898266553,0.002149543259292841,0.044082125603864736,0.002081031445413828,0.010336743393009377,-1419.5654257797273,0.9416304230690002,0.43870481109695464,0.4928097594153887,-0.14032529467607624,0.009021052159368992,0.003580033779144287,0.0008941429550759494,0.005194980651140213,0.0032365701626986265,0.0006152178393676877,0.001401796587742865,0.006310928147286177,0.004924957174807787,0.0015420010313391685,0.00043149321572855115,0.002674763323739171,0.006056977901607752,0.001242552069015801,0.0036280048079788685,0.011744528077542782,0.32768920063972473,-1.5147615671157837,0.009705270593775754,0.09980769985479376,0.24695263137239512,Alfred_Sisley_15.jpg,Alfred_Sisley,Impresionismo,4
123.36724,126.51515,108.04668,50.13739,48.3318,52.55875,0.0,5.0,0.0,238.0,220.0,205.0,0.2242064,0.14616749,0.5120307,0.18853186,0.1912035197019577,0.2212156355381012,0.22666503489017487,0.25000163192835184,0.16807326674461365,0.19762133061885834,3.216529607772827,1.553558588027954,6.134701728820801,2.5549583435058594,3.2360942363739014,1.6691534519195557,6.160758972167969,2.688278913497925,0.002499583177268505,0.19158988896763524,0.002851197961717844,0.4714446019371604,0.0027417533565312624,0.18884360973304984,0.001282096141949296,2.9529884242853768e-05,0.0018229203997179866,0.023299078667611623,0.0018544208724051714,0.023535317741554453,0.001478501595556736,2.9529884242853768e-05,0.0013314896496012807,0.0008563666430427592,0.0012266143457964063,0.0,-1419.5654257797273,0.9600681066513062,0.2330871258692395,0.5100680764518589,-0.14589671792065223,0.009760565124452114,0.004457504954189062,0.0008829529397189617,0.0051148394122719765,0.002600159728899598,0.0005663063493557274,0.0014260398456826806,0.005659981165081263,0.0049280570819973946,0.0015296024503186345,0.00046705888235010207,0.0023710480891168118,0.0056077889166772366,0.0011527498718351126,0.004297434817999601,0.011677910573780537,0.32711586356163025,-0.10593461990356445,0.16064702695292865,0.2794350916817348,0.36175608546082394,Alfred_Sisley_16.jpg,Alfred_Sisley,Impresionismo,4
95.86145,87.606575,89.394615,63.33215,61.948273,64.364746,0.0,0.0,0.0,255.0,249.0,251.0,0.35368785,0.2954318,0.4109016,0.24682167,0.24087178707122803,0.28654739260673523,0.28656256198883057,0.25,0.25103697180747986,0.28067123889923096,2.432492256164551,1.9091318845748901,4.576418399810791,3.275261163711548,2.6139144897460938,2.329059362411499,4.525694370269775,3.195009231567383,0.00017384986858814955,0.0,0.0006269586738198996,0.0023243801652892563,0.001879336778074503,0.01921487603305785,0.0007364501361735165,0.0,0.0009533135453239083,0.0021694214876033058,0.0018259375356137753,0.06270661157024793,0.0017225909978151321,0.09850206611570247,0.0019624237902462482,0.2381198347107438,0.0025743856094777584,0.46668388429752067,-1419.5654257797273,0.688847005367279,0.021944845385387598,0.6005739681284294,-0.1552843482975748,0.010533011518418789,0.005400861147791147,0.0014544936129823327,0.004456772934645414,0.0018316245405003428,0.000658808508887887,0.0016565666301175952,0.00487928930670023,0.004243173636496067,0.0017491383478045464,0.000588569208048284,0.0018110930686816573,0.0046112993732094765,0.001652964623644948,0.005101893562823534,0.01187044009566307,0.3277813494205475,-0.12815088033676147,0.33330479452054795,0.12273972602739726,0.34481164383561647,Alfred_Sisley_17.jpg,Alfred_Sisley,Impresionismo,4
133.5613,138.64017,127.19551,44.64318,45.40907,59.651936,0.0,0.0,0.0,255.0,255.0,255.0,0.1998681,0.11078502,0.5756201,0.21219076,0.179742693901062,0.27411967515945435,0.2613643407821655,0.25,0.28654715418815613,0.3211826682090759,3.474576711654663,1.5093679428100586,6.746009349822998,2.357997179031372,3.4812049865722656,1.6078661680221558,6.747896194458008,2.410149097442627,0.0014445874840021133,0.002553710293923817,0.0027698823250830173,0.5153552128641097,0.0029462280217558146,0.2971200738104653,0.0016505224630236626,0.0004777909582180045,0.0018151086987927556,0.04598326084091209,0.002254330785945058,0.03349479372611045,0.0019478343892842531,0.001565177276921049,0.0020323600620031357,0.00044483985765124553,0.0019350649090483785,0.003476341109793067,-1419.5527698610247,0.8691195249557495,0.45959194015944893,0.5394138342722546,-0.21696107818706126,0.011280247010290623,0.004402204882353544,0.0015008769696578383,0.00421353243291378,0.0026863422244787216,0.0007179206004366279,0.001910969614982605,0.0040672593750059605,0.003873186418786645,0.001971064368262887,0.0006925268098711967,0.002642908599227667,0.004429322201758623,0.0016771397786214948,0.004411397036164999,0.01202310249209404,0.3290451169013977,0.34973111748695374,0.09241523316365338,0.2603161020420104,0.20688154584284127,Alfred_Sisley_18.jpg,Alfred_Sisley,Impresionismo,4
